,0,1,2
812,3176,25-05-2015,bottled beer
813,2568,22-07-2015,pork
814,1856,26-10-2015,root vegetables
815,3859,30-09-2015,canned beer
816,1668,21-08-2015,citrus fruit
817,4499,23-08-2015,pip fruit
818,1753,21-08-2015,root vegetables
819,3829,25-06-2015,tropical fruit
820,4825,08-01-2015,beef
821,3694,10-11-2015,chicken
822,4147,02-01-2015,citrus fruit
823,2196,09-10-2015,meat
824,2229,22-05-2015,cream cheese 
825,4724,03-09-2015,citrus fruit
826,3066,11-10-2015,specialty bar
827,1120,08-06-2015,meat
828,4769,22-08-2015,citrus fruit
829,4711,17-09-2015,frankfurter
830,2391,22-06-2015,citrus fruit
831,1216,04-03-2015,turkey
832,3154,14-05-2015,citrus fruit
833,3911,30-07-2015,sausage
834,3111,15-10-2015,newspapers
835,1385,26-11-2015,whole milk
836,1158,21-03-2015,yogurt
837,2733,22-07-2015,yogurt
838,4999,26-12-2015,bottled water
839,2882,12-06-2015,berries
840,2590,25-06-2015,packaged fruit/vegetables
841,4249,04-08-2015,frankfurter
842,3012,03-05-2015,nuts/prunes
843,1533,07-11-2015,citrus fruit
844,1667,12-01-2015,beef
845,4323,13-05-2015,whole milk
846,2087,22-02-2015,other vegetables
847,1853,31-05-2015,beef
848,2157,29-10-2015,fish
849,1136,29-10-2015,other vegetables
850,2049,07-10-2015,tropical fruit
851,3122,02-05-2015,coffee
852,2245,15-05-2015,sausage
853,4746,18-10-2015,meat
854,4224,24-02-2015,chicken
855,4219,19-03-2015,berries
856,2641,01-01-2015,frozen meals
857,3173,25-07-2015,whipped/sour cream
858,2191,19-10-2015,beef
859,4212,07-04-2015,chicken
860,1902,01-12-2015,chicken
861,1347,27-03-2015,beef
862,1578,23-06-2015,packaged fruit/vegetables
863,1264,23-11-2015,sugar
864,4632,30-09-2015,frankfurter
865,3452,01-11-2015,berries
866,4822,10-02-2015,bottled water
867,3987,18-06-2015,sausage
868,1672,07-10-2015,whole milk
869,4864,01-12-2015,ice cream
870,3368,09-03-2015,frankfurter
871,1283,22-09-2015,root vegetables
872,4428,28-06-2015,sausage
873,2577,25-10-2015,sausage
874,1973,24-10-2015,beef
875,3284,23-01-2015,fruit/vegetable juice
876,1905,19-05-2015,sugar
877,2226,09-03-2015,berries
878,1932,04-09-2015,yogurt
879,4506,11-08-2015,pork
880,1843,27-11-2015,bottled beer
881,3973,27-07-2015,curd
882,1651,28-07-2015,beef
883,3997,12-10-2015,pork
884,4796,25-08-2015,white bread
885,1245,24-09-2015,grapes
886,3579,17-08-2015,potato products
887,4387,10-02-2015,root vegetables
888,2496,29-06-2015,chicken
889,3590,28-03-2015,chicken
890,2890,26-04-2015,fish
891,1401,27-01-2015,canned beer
892,3297,21-05-2015,other vegetables
893,2867,23-12-2015,chicken
894,1365,20-05-2015,other vegetables
895,2355,24-07-2015,tropical fruit
896,1170,19-03-2015,whole milk
897,3554,21-03-2015,beef
898,4171,26-01-2015,sausage
899,3963,17-09-2015,whole milk
900,3076,08-12-2015,rolls/buns
901,1629,17-05-2015,citrus fruit
902,1366,30-05-2015,whole milk
903,3677,29-07-2015,pastry
904,2844,21-05-2015,tropical fruit
905,4509,28-09-2015,sliced cheese
906,3245,11-05-2015,soda
907,2294,22-06-2015,ham
908,1234,20-11-2015,salty snack
909,3001,24-12-2015,whole milk
910,3587,05-08-2015,root vegetables
911,2700,22-01-2015,soda
912,3838,14-12-2015,curd
913,4045,22-12-2015,bottled water
914,1858,25-04-2015,packaged fruit/vegetables
915,2280,11-01-2015,tropical fruit
916,2454,06-04-2015,ham
917,4437,09-10-2015,pork
918,1685,30-03-2015,beverages
919,2349,26-02-2015,sausage
920,1463,24-12-2015,sausage
921,3470,19-02-2015,root vegetables
922,4914,29-11-2015,whole milk
923,2448,31-08-2015,frankfurter
924,3387,10-05-2015,soda
925,3167,04-11-2015,soda
926,3175,17-03-2015,frankfurter
927,2678,21-09-2015,berries
928,4627,18-12-2015,canned beer
929,1773,17-10-2015,frankfurter
930,3100,23-05-2015,frankfurter
931,3232,29-05-2015,berries
932,3673,12-08-2015,frankfurter
933,4068,19-11-2015,newspapers
934,2340,07-10-2015,frozen fish
935,1930,01-03-2015,tropical fruit
936,3526,02-06-2015,beef
937,1617,10-02-2015,rolls/buns
938,1028,11-07-2015,specialty chocolate
939,4440,01-12-2015,sparkling wine
940,3554,23-07-2015,citrus fruit
941,1632,15-12-2015,onions
942,1429,07-02-2015,whole milk
943,1225,20-05-2015,photo/film
944,2509,15-07-2015,hamburger meat
945,4945,02-08-2015,other vegetables
946,4342,18-03-2015,whole milk
947,1832,28-09-2015,pork
948,1518,21-06-2015,tropical fruit
949,1512,20-09-2015,chicken
950,4818,20-03-2015,other vegetables
951,4686,19-08-2015,sausage
952,4986,01-02-2015,whole milk
953,2755,06-02-2015,rolls/buns
954,4532,29-11-2015,hygiene articles
955,2070,16-08-2015,ice cream
956,1894,09-05-2015,curd
957,3473,25-01-2015,whole milk
958,2140,28-09-2015,onions
959,3286,23-12-2015,finished products
960,4729,08-04-2015,salt
961,3204,20-02-2015,tropical fruit
962,1574,18-04-2015,other vegetables
963,3361,22-07-2015,chocolate
964,1776,25-02-2015,ice cream
965,2009,11-10-2015,tropical fruit
966,3479,24-03-2015,frankfurter
967,2394,22-11-2015,butter
968,1337,25-12-2015,other vegetables
969,3574,13-06-2015,tropical fruit
970,1727,18-07-2015,citrus fruit
971,1016,05-10-2015,UHT-milk
972,4326,21-01-2015,beef
973,2212,22-09-2015,curd
974,1990,01-08-2015,citrus fruit
975,3836,06-12-2015,yogurt
976,4560,01-07-2015,bottled beer
977,1119,04-02-2015,grapes
978,1379,18-05-2015,pork
979,1658,03-09-2015,sausage
980,2948,16-06-2015,frankfurter
981,1273,04-05-2015,artif. sweetener
982,1155,27-12-2015,frankfurter
983,1672,05-02-2015,pip fruit
984,3841,02-04-2015,frankfurter
985,1683,20-08-2015,whole milk
986,1774,07-08-2015,domestic eggs
987,4441,17-06-2015,packaged fruit/vegetables
988,1929,02-05-2015,chicken
989,1273,31-01-2015,pork
990,2920,11-10-2015,citrus fruit
991,2467,18-04-2015,light bulbs
992,2678,28-11-2015,cream cheese 
993,3423,02-06-2015,sausage
994,4223,19-07-2015,citrus fruit
995,2846,23-09-2015,other vegetables
996,4103,26-07-2015,chicken
997,4789,02-05-2015,ice cream
998,4916,26-02-2015,pork
999,2518,03-05-2015,pork
1000,2622,07-03-2015,onions
1001,4321,29-01-2015,tropical fruit
1002,2050,28-06-2015,whipped/sour cream
1003,2146,20-06-2015,berries
1004,3938,26-05-2015,berries
1005,1636,19-09-2015,rolls/buns
1006,4694,29-07-2015,ice cream
1007,2432,07-07-2015,coffee
1008,4937,18-05-2015,whole milk
1009,1293,01-03-2015,whole milk
1010,2883,17-02-2015,citrus fruit
1011,2267,30-01-2015,beef
1012,3997,09-06-2015,pork
1013,4792,20-07-2015,turkey
1014,2292,25-03-2015,margarine
1015,1018,23-05-2015,butter milk
1016,4922,13-02-2015,beef
1017,3151,25-09-2015,bottled water
1018,2517,04-07-2015,pip fruit
1019,1499,17-05-2015,whole milk
1020,4993,21-01-2015,chocolate
1021,1606,11-11-2015,frankfurter
1022,2918,10-08-2015,whole milk
1023,1815,13-01-2015,sausage
1024,4524,05-07-2015,grapes
1025,1395,11-06-2015,brown bread
1026,3456,16-06-2015,root vegetables
1027,1597,05-02-2015,UHT-milk
1028,2315,02-05-2015,onions
1029,4095,29-09-2015,beef
1030,3680,24-11-2015,pork
1031,2847,23-11-2015,canned beer
1032,3426,25-10-2015,yogurt
1033,4750,04-08-2015,yogurt
1034,1384,09-08-2015,pip fruit
1035,3120,09-08-2015,meat
1036,1081,25-04-2015,coffee
1037,1171,05-05-2015,bottled water
1038,4932,08-07-2015,bottled beer
1039,4189,11-09-2015,sausage
1040,4455,09-09-2015,shopping bags
1041,2928,11-02-2015,pork
1042,4817,18-03-2015,frankfurter
1043,4257,28-06-2015,ice cream
1044,4254,20-07-2015,root vegetables
1045,4071,19-09-2015,sausage
1046,2109,28-10-2015,sausage
1047,1412,05-07-2015,root vegetables
1048,4088,23-09-2015,canned vegetables
1049,4056,20-10-2015,tropical fruit
1050,4441,05-05-2015,grapes
1051,4363,01-07-2015,whole milk
1052,2107,27-11-2015,frankfurter
1053,2941,23-02-2015,dessert
1054,1497,26-07-2015,shopping bags
1055,2211,01-01-2015,butter
1056,3510,02-01-2015,frankfurter
1057,4074,27-05-2015,pork
1058,3190,21-11-2015,whole milk
1059,2297,01-03-2015,brown bread
1060,3311,01-07-2015,frozen fish
1061,3085,21-01-2015,soda
1062,3693,16-11-2015,whole milk
1063,4859,07-07-2015,pork
1064,2125,25-06-2015,whipped/sour cream
1065,2261,04-04-2015,frankfurter
1066,3679,27-11-2015,grapes
1067,4165,18-08-2015,sausage
1068,3538,01-03-2015,citrus fruit
1069,3913,19-02-2015,ham
1070,2336,14-04-2015,chewing gum
1071,3549,01-08-2015,beef
1072,4434,21-09-2015,beef
1073,2854,08-02-2015,other vegetables
1074,3413,08-02-2015,frankfurter
1075,1780,13-10-2015,canned fish
1076,2899,06-09-2015,sausage
1077,2106,13-08-2015,bottled water
1078,3929,30-07-2015,specialty cheese
1079,3857,01-10-2015,bottled water
1080,4459,18-12-2015,bottled water
1081,4551,28-07-2015,chicken
1082,4042,17-12-2015,frankfurter
1083,2599,06-05-2015,chicken
1084,1045,25-11-2015,chicken
1085,4677,24-01-2015,butter
1086,1580,14-06-2015,citrus fruit
1087,3269,07-10-2015,whipped/sour cream
1088,4368,29-01-2015,frankfurter
1089,1111,20-11-2015,beef
1090,4841,13-09-2015,chicken
1091,3047,07-09-2015,sausage
1092,4349,14-03-2015,citrus fruit
1093,3580,24-11-2015,ice cream
1094,2370,18-07-2015,specialty chocolate
1095,3094,28-06-2015,frankfurter
1096,1146,12-09-2015,pork
1097,2287,16-12-2015,UHT-milk
1098,3911,23-08-2015,UHT-milk
1099,4891,19-04-2015,cookware
1100,4837,02-12-2015,citrus fruit
1101,4464,21-10-2015,sausage
1102,2940,18-10-2015,frankfurter
1103,4972,06-02-2015,citrus fruit
1104,4890,03-07-2015,ham
1105,4295,17-07-2015,ham
1106,2729,24-09-2015,bottled water
1107,1125,19-11-2015,popcorn
1108,1850,11-01-2015,tropical fruit
1109,2928,22-09-2015,frankfurter
1110,3717,30-05-2015,hamburger meat
1111,3809,24-03-2015,soda
1112,3437,02-02-2015,sausage
1113,1481,17-01-2015,yogurt
1114,1050,04-05-2015,meat
1115,2918,16-03-2015,red/blush wine
1116,4499,08-08-2015,UHT-milk
1117,4117,06-01-2015,brown bread
1118,1630,22-05-2015,semi-finished bread
1119,3715,11-05-2015,whole milk
1120,3512,17-11-2015,cat food
1121,1197,27-04-2015,citrus fruit
1122,3958,04-03-2015,citrus fruit
1123,4890,14-09-2015,meat
1124,3112,19-05-2015,rolls/buns
1125,4502,22-11-2015,root vegetables
1126,4719,01-06-2015,tropical fruit
1127,1516,28-01-2015,brown bread
1128,4281,18-10-2015,shopping bags
1129,1566,30-04-2015,grapes
1130,4641,29-11-2015,ham
1131,2561,26-02-2015,root vegetables
1132,2344,17-12-2015,ice cream
1133,2643,21-04-2015,tropical fruit
1134,3236,09-04-2015,finished products
1135,4863,30-12-2015,dessert
1136,2264,12-01-2015,sparkling wine
1137,3168,20-03-2015,other vegetables
1138,1282,18-11-2015,misc. beverages
1139,2832,02-11-2015,other vegetables
1140,3067,27-11-2015,misc. beverages
1141,1847,17-04-2015,dessert
1142,3525,14-02-2015,frankfurter
1143,1231,14-10-2015,sausage
1144,3471,28-03-2015,meat
1145,2421,22-11-2015,sausage
1146,4092,14-06-2015,onions
1147,1577,16-03-2015,beef
1148,3463,13-06-2015,pip fruit
1149,3518,01-08-2015,ham
1150,4325,14-10-2015,yogurt
1151,4947,18-11-2015,citrus fruit
1152,2194,11-01-2015,other vegetables
1153,2868,20-03-2015,pork
1154,3211,30-09-2015,bathroom cleaner
1155,4537,01-01-2015,ham
1156,2243,15-09-2015,grapes
1157,2399,21-01-2015,pastry
1158,4133,22-01-2015,citrus fruit
1159,2937,17-06-2015,photo/film
1160,1029,14-03-2015,dessert
1161,4384,22-09-2015,citrus fruit
1162,3756,22-07-2015,soda
1163,1646,19-06-2015,chewing gum
1164,3066,30-11-2015,root vegetables
1165,1259,27-11-2015,pork
1166,2245,28-01-2015,turkey
1167,3289,01-03-2015,tropical fruit
1168,3742,22-08-2015,sausage
1169,4537,09-04-2015,sausage
1170,4531,29-09-2015,pork
1171,3764,05-10-2015,sausage
1172,1581,13-08-2015,grapes
1173,2859,11-02-2015,grapes
1174,2175,06-03-2015,other vegetables
1175,1301,03-11-2015,pot plants
1176,3465,01-11-2015,bottled water
1177,2203,27-06-2015,prosecco
1178,2113,16-08-2015,UHT-milk
1179,3072,26-01-2015,bottled water
1180,2805,17-08-2015,rolls/buns
1181,2511,14-07-2015,specialty chocolate
1182,2120,26-01-2015,beef
1183,2346,24-04-2015,tropical fruit
1184,2071,14-10-2015,beef
1185,2610,26-02-2015,rolls/buns
1186,3489,18-11-2015,berries
1187,3458,13-08-2015,sausage
1188,4869,06-02-2015,chicken
1189,2580,11-04-2015,sausage
1190,3305,24-06-2015,shopping bags
1191,3811,24-06-2015,canned beer
1192,1782,16-08-2015,soda
1193,3050,07-04-2015,yogurt
1194,4924,14-09-2015,rolls/buns
1195,1480,21-11-2015,rolls/buns
1196,3508,15-08-2015,whole milk
1197,2545,18-11-2015,citrus fruit
1198,3638,06-06-2015,citrus fruit
1199,3971,30-12-2015,brown bread
1200,4536,06-04-2015,tropical fruit
1201,2707,12-06-2015,frankfurter
1202,1382,29-09-2015,coffee
1203,4648,14-09-2015,ham
1204,2699,18-04-2015,other vegetables
1205,3119,05-02-2015,sausage
1206,4695,09-09-2015,pork
1207,4778,24-08-2015,citrus fruit
1208,3451,26-04-2015,tropical fruit
1209,2221,16-12-2015,other vegetables
1210,4217,23-11-2015,pork
1211,1334,07-06-2015,chicken
1212,2499,22-11-2015,root vegetables
1213,3585,21-07-2015,citrus fruit
1214,3161,08-11-2015,fruit/vegetable juice
1215,2434,06-06-2015,beef
1216,4448,06-01-2015,frankfurter
1217,4597,13-07-2015,frankfurter
1218,4584,09-10-2015,beef
1219,1606,10-03-2015,ham
1220,3323,12-11-2015,shopping bags
1221,1308,14-03-2015,pork
1222,1331,07-10-2015,condensed milk
1223,2386,30-01-2015,chicken
1224,3910,28-02-2015,sausage
1225,4274,01-08-2015,bottled beer
1226,3101,21-01-2015,chicken
1227,4416,23-12-2015,finished products
1228,2375,09-12-2015,pork
1229,1819,09-09-2015,root vegetables
1230,3981,02-10-2015,domestic eggs
1231,3553,01-06-2015,domestic eggs
1232,3846,28-01-2015,bottled water
1233,3037,23-02-2015,cling film/bags
1234,3469,09-02-2015,other vegetables
1235,1601,09-12-2015,whole milk
1236,4040,03-03-2015,sausage
1237,3926,07-06-2015,sausage
1238,4201,14-10-2015,tropical fruit
1239,4274,30-09-2015,frankfurter
1240,2665,13-04-2015,frozen potato products
1241,3153,08-10-2015,frankfurter
1242,2691,07-09-2015,frankfurter
1243,4022,31-07-2015,chicken
1244,3716,10-11-2015,tropical fruit
1245,4537,12-10-2015,bottled beer
1246,4875,11-06-2015,citrus fruit
1247,3822,25-09-2015,hamburger meat
1248,3609,12-12-2015,chicken
1249,4428,23-08-2015,pork
1250,3947,16-04-2015,rolls/buns
1251,2448,17-08-2015,bottled water
1252,2688,11-04-2015,sausage
1253,3764,24-07-2015,frozen potato products
1254,4523,24-08-2015,frankfurter
1255,3698,30-08-2015,sausage
1256,3898,21-08-2015,tropical fruit
1257,1761,02-10-2015,bottled beer
1258,2689,11-01-2015,bottled beer
1259,1627,11-04-2015,rolls/buns
1260,4629,16-11-2015,citrus fruit
1261,2790,30-12-2015,yogurt
1262,4496,23-01-2015,turkey
1263,1934,27-02-2015,soda
1264,2513,12-02-2015,canned beer
1265,3298,28-01-2015,canned beer
1266,4214,20-03-2015,sausage
1267,2480,14-08-2015,pork
1268,4962,29-03-2015,Instant food products
1269,3960,20-06-2015,frankfurter
1270,2074,23-01-2015,oil
1271,2625,03-10-2015,chicken
1272,1557,04-08-2015,beef
1273,2007,28-08-2015,dessert
1274,2120,07-10-2015,pork
1275,4289,08-09-2015,curd
1276,2356,31-01-2015,chicken
1277,4301,30-09-2015,whipped/sour cream
1278,2950,07-02-2015,frankfurter
1279,2263,02-07-2015,frankfurter
1280,3186,25-11-2015,liver loaf
1281,2655,01-07-2015,pork
1282,1491,18-06-2015,frankfurter
1283,2069,10-02-2015,pork
1284,3012,20-09-2015,pork
1285,2681,24-02-2015,soda
1286,4144,06-11-2015,root vegetables
1287,3919,07-10-2015,whipped/sour cream
1288,2777,01-06-2015,chocolate
1289,4119,09-05-2015,whole milk
1290,3597,23-06-2015,pork
1291,2110,15-05-2015,coffee
1292,3523,19-04-2015,rolls/buns
1293,3364,14-09-2015,citrus fruit
1294,3759,08-09-2015,citrus fruit
1295,4014,15-11-2015,soda
1296,3140,27-08-2015,cream cheese 
1297,2787,24-06-2015,soda
1298,2525,16-11-2015,chicken
1299,2555,05-12-2015,frozen fish
1300,2419,07-04-2015,sausage
1301,4257,21-08-2015,beef
1302,4267,16-06-2015,ham
1303,2364,08-09-2015,chicken
1304,4008,04-05-2015,herbs
1305,1231,28-06-2015,grapes
1306,1651,06-05-2015,tropical fruit
1307,1371,11-05-2015,frankfurter
1308,2501,09-09-2015,onions
1309,1467,02-05-2015,sausage
1310,1015,04-05-2015,citrus fruit
1311,4697,10-02-2015,hamburger meat
1312,2727,30-09-2015,frankfurter
1313,3592,10-06-2015,sausage
1314,1279,19-07-2015,root vegetables
1315,1708,02-04-2015,oil
1316,2305,05-01-2015,canned beer
1317,3294,03-07-2015,newspapers
1318,4147,16-09-2015,pip fruit
1319,3850,03-09-2015,coffee
1320,1624,22-12-2015,red/blush wine
1321,3023,06-05-2015,onions
1322,2771,26-08-2015,frankfurter
1323,1144,01-04-2015,meat
1324,3938,18-05-2015,whole milk
1325,4180,07-09-2015,dessert
1326,1053,09-07-2015,hamburger meat
1327,2671,27-07-2015,chewing gum
1328,2001,09-09-2015,bottled water
1329,2095,29-09-2015,beverages
1330,3245,08-12-2015,whole milk
1331,4878,18-04-2015,citrus fruit
1332,3489,09-03-2015,tropical fruit
1333,3300,25-07-2015,cat food
1334,3090,14-02-2015,whole milk
1335,4441,18-02-2015,soda
1336,1242,18-05-2015,sausage
1337,1190,11-06-2015,root vegetables
1338,1983,06-07-2015,berries
1339,1872,24-08-2015,other vegetables
1340,4291,09-12-2015,sausage
1341,4400,11-12-2015,beverages
1342,1628,05-02-2015,chicken
1343,1345,21-03-2015,whole milk
1344,2732,02-04-2015,sausage
1345,3410,29-10-2015,ham
1346,1920,09-02-2015,whole milk
1347,3241,20-09-2015,root vegetables
1348,2962,26-04-2015,citrus fruit
1349,2492,10-04-2015,frankfurter
1350,2416,05-11-2015,ice cream
1351,1538,08-03-2015,sausage
1352,3801,23-10-2015,root vegetables
1353,3202,29-09-2015,ham
1354,4471,28-02-2015,coffee
1355,4939,14-10-2015,citrus fruit
1356,2575,13-03-2015,pot plants
1357,4419,23-12-2015,other vegetables
1358,4217,01-12-2015,whole milk
1359,1968,10-01-2015,zwieback
1360,3084,12-08-2015,chicken
1361,4807,18-06-2015,butter
1362,4781,22-11-2015,ham
1363,2432,06-10-2015,whole milk
1364,2951,05-09-2015,citrus fruit
1365,1452,09-05-2015,ham
1366,1603,23-07-2015,canned beer
1367,4727,21-11-2015,frankfurter
1368,4751,19-11-2015,chicken
1369,4296,24-01-2015,frankfurter
1370,2555,11-11-2015,bottled beer
1371,1416,20-06-2015,other vegetables
1372,1919,18-08-2015,frozen potato products
1373,2069,02-07-2015,chicken
1374,4509,23-07-2015,sausage
1375,4864,22-07-2015,canned beer
1376,1575,04-01-2015,yogurt
1377,2969,28-09-2015,frozen meals
1378,4301,20-12-2015,canned fruit
1379,3855,02-12-2015,butter
1380,3202,16-04-2015,yogurt
1381,2167,14-03-2015,citrus fruit
1382,4148,07-01-2015,meat
1383,2517,28-01-2015,root vegetables
1384,2840,24-03-2015,frankfurter
1385,1212,19-06-2015,tropical fruit
1386,2735,01-06-2015,yogurt
1387,1212,31-07-2015,root vegetables
1388,1324,26-03-2015,yogurt
1389,2431,29-06-2015,oil
1390,4526,08-06-2015,citrus fruit
1391,1662,12-06-2015,beef
1392,3802,15-10-2015,citrus fruit
1393,2532,08-01-2015,dessert
1394,1316,26-03-2015,curd
1395,2304,01-07-2015,bottled water
1396,1955,13-02-2015,sausage
1397,2243,31-01-2015,herbs
1398,3859,03-08-2015,dog food
1399,3156,02-08-2015,packaged fruit/vegetables
1400,4605,23-10-2015,frankfurter
1401,1864,27-09-2015,finished products
1402,4102,13-05-2015,oil
1403,4835,22-05-2015,curd
1404,1668,14-03-2015,herbs
1405,3130,02-05-2015,sausage
1406,1110,20-11-2015,whole milk
1407,2240,07-07-2015,sausage
1408,4647,17-02-2015,soda
1409,3872,07-02-2015,whole milk
1410,3184,24-10-2015,root vegetables
1411,4623,08-07-2015,sugar
1412,2111,25-02-2015,cream cheese 
1413,3068,19-06-2015,other vegetables
1414,4533,21-05-2015,frozen fruits
1415,3926,30-06-2015,whipped/sour cream
1416,1605,18-06-2015,yogurt
1417,4468,15-06-2015,pork
1418,2041,24-09-2015,grapes
1419,3835,11-05-2015,whole milk
1420,3601,03-02-2015,sausage
1421,2307,29-06-2015,canned beer
1422,1767,18-04-2015,meat
1423,4251,21-12-2015,soda
1424,1365,02-11-2015,bottled beer
1425,1665,11-04-2015,whole milk
1426,2447,25-06-2015,chicken
1427,4825,05-09-2015,pip fruit
1428,4844,23-02-2015,pork
1429,3319,03-03-2015,oil
1430,2536,07-11-2015,whole milk
1431,1857,10-08-2015,pip fruit
1432,4133,27-07-2015,root vegetables
1433,2128,20-06-2015,ham
1434,1793,24-09-2015,ice cream
1435,3445,15-02-2015,sausage
1436,2041,17-07-2015,detergent
1437,1178,23-03-2015,oil
1438,2080,21-04-2015,tropical fruit
1439,1928,17-09-2015,photo/film
1440,2884,08-05-2015,UHT-milk
1441,3532,25-01-2015,meat
1442,1892,20-11-2015,grapes
1443,2880,03-11-2015,liver loaf
1444,2033,14-02-2015,beef
1445,3176,17-01-2015,root vegetables
1446,3768,16-01-2015,pork
1447,3404,07-12-2015,butter milk
1448,3891,22-11-2015,brown bread
1449,2974,26-12-2015,herbs
1450,3831,07-03-2015,newspapers
